mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,label
-387.6640319824219,120.88709259033205,0.1123344302177429,19.899635314941406,-21.119075775146484,-9.10342025756836,-14.171833992004396,-10.359615325927734,-27.149438858032227,-22.552318572998047,-13.852202415466309,-19.590070724487305,-11.192978858947754,0.2603961527347564,0.0084082828834652,-0.20228111743927,-0.033511109650135,-0.0056130792945623,-0.0026538223028182,-0.001843053731136,0.0165701378136873,0.0102007593959569,0.0155273480340838,0.0072277523577213,0.0433673374354839,0.0706375539302825,-0.5117179155349731,-0.1651212871074676,0.115663431584835,-0.049903318285942,0.0603265613317489,0.0055974326096475,-0.0160353500396013,0.0709756910800933,0.0919891968369484,0.0228316653519868,0.0187431760132312,-0.0354992859065532,-0.0230412986129522,0
-330.865478515625,69.04517364501953,-25.205961227416992,-13.997516632080078,-18.65456771850586,15.56748867034912,11.03685188293457,-32.269500732421875,-28.197736740112305,12.436744689941406,-5.71560525894165,-7.452175140380859,-7.808343887329102,-11.085160255432127,1.0726399421691897,1.8344428539276123,0.6249403357505798,1.3014222383499146,0.927979588508606,1.0807433128356934,1.2311421632766724,0.5947698950767517,-0.6443740129470825,0.0402588844299316,0.8856308460235596,-0.0022230830509215,-2.6051933765411377,-0.6327048540115356,0.7433514595031738,0.5832508206367493,0.5344811081886292,-0.3917067050933838,-0.3373790085315704,-0.1970519125461578,0.0238870475441217,-0.127579852938652,-0.3180398046970367,-0.2049633711576461,-0.131001815199852,1
-319.93243408203125,41.56959915161133,-24.3161678314209,10.0977201461792,-17.136699676513672,-0.3358396291732788,-17.27173614501953,0.1871028840541839,-8.938879013061523,9.406333923339844,-4.762838840484619,-13.9203519821167,-13.75947380065918,1.098809003829956,-0.2315203845500946,-0.99328875541687,-0.1830319911241531,0.3314707279205322,-0.4168215692043304,-0.1376114040613174,0.2379713952541351,0.0489318892359733,0.1446569114923477,0.0711841732263565,-0.1530946940183639,0.0876900926232338,-1.7107845544815063,-0.3241191804409027,0.0744938552379608,-0.0757120698690414,0.2068860381841659,-0.1156007647514343,0.2369294762611389,0.0656332224607467,0.1321502476930618,0.0112807182595133,-0.0293718818575143,0.0896635055541992,-0.0705119520425796,1
-374.4671325683594,134.86489868164062,-6.5707173347473145,6.820403099060059,20.631107330322266,-0.5006282925605774,-5.007903099060059,-8.434412002563477,-9.95366096496582,-7.132455825805664,-1.7705386877059937,3.904656648635864,-3.824591875076294,-0.5017485022544861,-0.3856434524059295,0.0533549822866916,0.1067438498139381,0.0327341258525848,-0.004716127179563,-0.0140904374420642,0.0428408123552799,0.0116324368864297,-0.0911143571138382,-0.0247639119625091,0.0814562663435936,0.0143582206219434,0.0012345706345513,0.031548224389553,0.0365704037249088,-0.0177143439650535,-0.0192671809345483,0.0236177891492843,0.020649803802371,0.0123227695003151,0.031983133405447,0.0127327190712094,-0.03399408608675,-0.0349899381399154,-0.012235932983458,0
-342.7840576171875,139.9983673095703,18.45610618591309,4.4661149978637695,-2.40512752532959,-8.886872291564941,-14.587641716003418,-11.39926052093506,-14.93421459197998,-13.96360683441162,-4.196322441101074,-12.008965492248535,-6.967400550842285,0.2964205741882324,0.4292961061000824,0.2089320719242096,0.0399100482463836,0.1003755629062652,0.0486474148929119,-0.0935058072209358,-0.1021934673190116,-0.0404904745519161,-0.0125570176169276,0.1010474190115928,0.0616559162735939,-0.0286490116268396,-0.6513264179229736,-0.5413777828216553,0.0195290092378854,0.1963634341955185,0.1599287539720535,0.0578098408877849,-0.0120911430567502,0.0520513243973255,0.0741250365972518,0.0210802908986806,0.0601888857781887,0.0476456955075264,-0.0545732304453849,0
-321.5447082519531,104.17225646972656,-75.50674438476562,23.929203033447266,-3.4088034629821777,4.909534454345703,-2.529301881790161,-4.893915176391602,-2.3526530265808105,2.611610412597656,2.256319522857666,-6.158746719360352,-2.9125542640686035,-0.1738568842411041,0.1154805272817611,0.1737082153558731,-0.1004592925310134,-0.0202196445316076,-0.0622097738087177,-0.0392814986407756,0.0636591613292694,0.0064084981568157,-0.0284265633672475,0.0297800786793231,0.0213214829564094,-0.0597772002220153,0.0933435261249542,-0.0579696334898471,-0.0365398526191711,0.0804877281188964,-0.018426215276122,0.0110033135861158,0.0173778366297483,-0.0355520583689212,-0.0242680497467517,0.0483028106391429,0.0073049101047217,0.0223767887800931,0.0354298688471317,0
-254.6755523681641,119.48640441894533,-75.6270751953125,34.54353713989258,-11.855478286743164,18.847719192504883,-19.95744514465332,-24.168514251708984,-25.663389205932617,-12.295960426330566,-8.442955017089844,-17.627655029296875,-0.8575667142868042,-1.7095309495925903,1.3723894357681274,1.1021463871002195,-1.5274555683135986,0.0754516199231147,1.3769681453704834,0.404649406671524,-1.1910626888275146,0.8621779084205627,0.056883554905653,-0.1166519746184349,0.9026281833648682,-0.0779239609837532,3.015660762786865,3.116527795791626,1.0006158351898191,0.4683722853660583,0.5620688199996948,0.0641099959611892,0.2061682045459747,0.2390875965356826,-0.2091207504272461,-0.1694604903459549,0.0596267022192478,0.1009946689009666,0.3750369548797607,1
-320.4329528808594,115.05517578125,-31.0661735534668,47.48577880859375,-3.777861833572388,16.8443660736084,-15.184389114379885,-7.311332702636719,-1.6848245859146118,-15.076139450073242,-7.199242115020752,-1.256717562675476,-1.985225796699524,0.0527788363397121,0.0030294253956526,0.1214222684502601,0.1236504539847374,-0.0540657937526702,-0.0056117479689419,0.1021225005388259,0.0794981643557548,-0.0633438676595687,-0.0032285917550325,0.0225264690816402,-0.0343993790447711,-0.0309573616832494,0.1651394516229629,0.1017007604241371,-0.0518665835261344,-0.026491355150938,0.08692117780447,0.0438856035470962,-0.0722571238875389,-0.0554510131478309,-0.0143195018172264,0.0031602303497493,-0.0120402136817574,0.0084606828168034,0.0193056631833314,0
-242.8607940673828,52.8241081237793,-57.2237434387207,-11.061288833618164,-33.59495162963867,-22.607765197753903,-28.74566078186035,-10.054680824279783,-11.131258964538574,-8.138445854187012,-25.20262908935547,-13.433466911315918,0.124802328646183,-6.839803218841553,1.2397432327270508,-3.086630344390869,-1.5192813873291016,0.1319277137517929,0.9414326548576356,-0.1650869250297546,-0.3482518196105957,-0.0116441641002893,0.6547286510467529,0.0202836152166128,-0.7152522206306458,0.5715534090995789,-7.066926002502441,0.2189053148031234,1.2912029027938845,0.2924444377422333,0.4273023009300232,0.3389337360858917,0.2108427584171295,-0.2807998657226562,-0.4574877619743347,-0.0827918127179145,-0.1366869509220123,-0.1166326180100441,0.0006600457127206,1
-231.2611846923828,109.87995147705078,-38.75352096557617,2.4994168281555176,-50.511863708496094,33.16261291503906,-64.02043151855469,-1.3804736137390137,-22.064453125,10.801450729370115,-2.58337950706482,-15.338680267333984,2.804436445236206,-5.846177577972412,-2.347567319869995,-1.8405193090438845,-3.5520360469818115,-1.365954041481018,-1.890449404716492,-0.2525059580802917,0.4521883726119995,0.4178313016891479,0.6679805517196655,0.8862013220787048,0.1416226923465728,1.0690159797668457,-6.782198905944824,-0.3950880169868469,1.0140423774719238,-1.1963733434677124,0.6396498084068298,-0.7049779295921326,0.5855286717414856,-0.6298964023590088,0.016489440575242,-0.7581964731216431,0.0235257148742675,0.5385825634002686,0.002651795046404,1
-349.34149169921875,119.42292022705078,9.520794868469238,18.263790130615234,6.116514205932617,5.586314678192139,-3.0240931510925293,-6.768765926361084,-9.29533863067627,-11.989330291748049,-11.651140213012695,-8.205248832702637,-10.192460060119627,0.1169450655579567,0.1057049632072448,-0.2581800520420074,-0.0433197431266307,0.1328523010015487,-0.0598558150231838,0.1490011662244796,-0.0048069139011204,0.0349422320723533,0.1254367381334304,0.0402261950075626,0.0045591979287564,-0.0050723515450954,0.1720141023397445,0.0020435713231563,0.0961931049823761,-0.0336191207170486,-0.1274494230747223,-0.0289250873029232,-0.1266291439533233,0.1221097484230995,-0.0223655514419078,-0.071024864912033,-0.034160029143095,0.0068073309957981,-0.023051643744111,0
-330.90631103515625,62.10158157348633,-34.21817779541016,5.387310981750488,10.725454330444336,17.094820022583008,-14.723087310791016,-15.53683853149414,-7.730781078338623,-6.294496059417725,-10.315977096557615,-5.247836112976074,1.021826148033142,-0.2439645081758499,-0.0305070355534553,0.0504328198730945,-0.1405973434448242,-0.1213267669081687,-0.1226080581545829,-0.0001555760682094,0.0410516820847988,0.0502820014953613,0.0839143693447113,-0.0158453695476055,-0.0803520008921623,0.0273761358112096,-0.0303914379328489,-0.0098078828305006,-0.012813027948141,-0.1201810389757156,-0.1329791843891143,-0.0609762221574783,0.0093657178804278,0.0768772587180137,0.0314525514841079,-0.0060102543793618,0.0716556087136268,0.1284999102354049,0.0278952289372682,1
-309.3179931640625,138.27635192871094,-8.802363395690918,12.817153930664062,2.534754991531372,-17.232677459716797,-38.83279800415039,-8.518081665039062,-3.669830799102783,-0.2319686263799667,5.449034214019775,-8.314560890197754,-4.042986869812012,0.126050591468811,0.1761586666107177,-0.0450376234948635,-0.1687339544296264,0.1457259804010391,0.2654984593391418,0.0480383411049842,-0.0613400042057037,-0.0011315875453874,0.0248727742582559,-0.0520872846245765,-0.0458628050982952,0.044584721326828,0.1198915466666221,0.1496497839689254,0.0799885168671608,-0.0108904838562011,0.0020820123609155,0.0945692509412765,0.0974007695913314,0.0322245731949806,0.0076490920037031,0.0632879137992858,0.0734441354870796,-0.0296770110726356,-0.0286604706197977,0
-259.3099670410156,77.06171417236328,14.04644012451172,3.282712697982788,6.169074535369873,20.787813186645508,-2.9465677738189697,1.3806167840957642,-3.324655055999756,-9.69836711883545,-12.116744995117188,-0.1976446509361267,1.4190304279327393,-2.898810863494873,1.6857709884643557,0.5866082310676575,0.4937544167041778,0.3809884488582611,0.730232834815979,0.5838269591331482,0.1904083043336868,0.2908997535705566,0.1506158262491226,-0.0671278163790702,0.3055300116539001,0.4041958451271057,-4.717280864715576,-1.160918951034546,0.0839059427380561,-0.1978555768728256,0.1270743906497955,0.0364544093608856,-0.1378805786371231,0.0825339630246162,-0.0571375042200088,-0.0461516641080379,0.1901021152734756,0.0620752796530723,-0.0186344552785158,1
-243.6524810791016,101.08271026611328,-23.58859062194824,32.90235900878906,-24.088903427124023,0.3281351029872894,-25.491737365722656,11.388344764709473,-16.352750778198242,-0.1625950187444687,-20.332422256469727,0.7409961819648743,-10.566370964050291,-0.6549210548400879,-0.6484169960021973,-0.4353561401367187,-0.2247038185596466,0.0428982973098754,0.4891692996025085,0.2913119196891784,-0.2645338177680969,-0.0962456166744232,0.1571632027626037,0.1574816703796386,-0.2028929889202118,0.2240688651800155,0.0991484522819519,0.0639740452170372,0.1233693286776542,-0.0750593394041061,-0.1938446760177612,-0.0231345351785421,0.017370318993926,-0.070040188729763,-0.1751626282930374,0.0658192336559295,0.0737636089324951,0.1037537828087806,0.0010647134622558,0
-246.86099243164065,93.47577667236328,-37.91266632080078,-5.9869256019592285,-21.95029830932617,-5.951146602630615,-26.39006996154785,-16.48149871826172,-27.86547470092773,-6.103199005126953,-1.9432756900787356,0.0301691647619009,-2.764366388320923,-3.0663201808929443,0.7568002939224243,-1.5508806705474854,-0.7874789237976074,1.0844531059265137,0.2764583826065063,-0.2075963020324707,0.0010134641779586,0.621303141117096,0.0938195958733558,0.1321686804294586,0.3556107878684997,0.1978539824485778,-4.131793975830078,-0.277110755443573,0.9100573658943176,-0.1315454095602035,0.3483734130859375,0.2239490300416946,0.260441392660141,0.1813984513282776,0.0563932918012142,0.2304922491312027,0.0909020230174064,0.1131082028150558,0.1542450487613678,1
-295.5525207519531,104.663818359375,-26.25202178955078,25.840564727783203,5.006170749664307,-23.523212432861328,-48.42319488525391,-15.147223472595217,-9.50688934326172,-10.450054168701172,-17.113910675048828,-19.41378593444824,-19.95474624633789,0.1963217407464981,0.0699149817228317,-0.2343693971633911,-0.2352537810802459,-0.0108871692791581,-0.0989136844873428,-0.2289226651191711,-0.1408227086067199,-0.0171434786170721,0.1520769894123077,0.0160128697752952,-0.0638963803648948,0.0438781380653381,-0.1261899173259735,0.2311044037342071,0.2040185928344726,0.0691865384578704,0.1702174395322799,0.0606960132718086,0.004101070575416,-0.1263816356658935,0.0831290408968925,0.0967129170894622,-0.0480322949588298,-0.09306450933218,0.0098035112023353,0
-302.3140869140625,98.00518035888672,-52.78523635864258,23.738481521606445,0.6923902630805969,-6.01181173324585,-28.036375045776367,1.8612406253814695,-9.497265815734863,-3.381291389465332,-10.264659881591797,-16.02188491821289,-1.4822936058044434,1.694237232208252,-1.1118638515472412,-1.3636126518249512,0.4633241891860962,-0.1654116660356521,-0.0026881338562816,-0.4052273333072662,0.0753758549690246,-0.0837902203202247,0.1077192202210426,-0.0005232311668805,-0.0218918919563293,0.1932079195976257,0.155796006321907,0.1581909358501434,0.0258286874741315,0.1006860956549644,0.1751772612333297,0.001048996229656,0.0319353751838207,0.0056062005460262,-0.060251235961914,0.0059559140354394,0.0019063579384237,-0.0436503626406192,-0.0259299147874116,0
-266.68621826171875,129.76283264160156,-14.372577667236328,36.48703002929688,-17.343786239624023,-0.1652324944734573,3.3180525302886963,-15.24806785583496,-15.64641571044922,-10.69135570526123,-6.121711730957031,-1.2823697328567505,0.229713037610054,0.6197835803031921,0.3674892783164978,0.072795420885086,-0.3738052546977997,0.0041745463386178,-0.1668091267347335,-0.0749697536230087,0.0157876666635274,-0.0151262860745191,-0.0186221115291118,-0.0412763431668281,-0.0465768612921237,-0.130606934428215,0.6272240281105042,-0.2416415959596634,-0.1957210004329681,-0.1225685253739357,-0.141463428735733,0.0777036771178245,-0.0624711140990257,-0.003573898691684,-0.0991643294692039,-0.0883459076285362,0.0107334228232502,-0.0111591508612036,0.0155780492350459,0
-353.7178955078125,41.010284423828125,-43.39702987670898,53.12382888793945,-21.464815139770508,6.141962051391602,-24.39924049377441,-5.940374851226807,-13.086980819702148,-22.103321075439453,-10.068840026855469,-27.68631935119629,13.446638107299805,-0.0828222408890724,0.015745386481285,0.0187063217163085,-0.1057081222534179,0.0162882599979639,0.0392427034676075,-0.0994630008935928,0.0216075181961059,0.0591351836919784,-0.09851586073637,0.0560505539178848,0.0459080040454864,-0.0630797520279884,-0.1177807450294494,0.0366434752941131,0.0347299985587596,-0.1476721763610839,0.0347994640469551,0.0489736869931221,-0.1313506364822387,0.0403449423611164,0.0518559738993644,-0.1111117973923683,0.0780702158808708,0.0133620500564575,-0.0346925072371959,0
-418.5964965820313,138.2979736328125,-18.58353614807129,4.93962287902832,-3.1629977226257324,-20.3883056640625,-9.97679615020752,-12.99497890472412,-14.79176139831543,-8.229883193969727,-4.83222246170044,-8.686137199401855,-12.187557220458984,0.7562334537506104,0.0622403770685195,-0.492515355348587,0.105767548084259,-0.048431783914566,-0.363072007894516,-0.2862761914730072,0.0509361140429973,0.2228672951459884,0.0172703247517347,-0.0300501734018325,0.1585515737533569,0.2117280662059784,-0.0919892415404319,0.3811164498329162,0.3693418204784393,-0.0803990736603736,0.0489029847085475,-0.1791778802871704,-0.1434855312108993,0.0083560347557067,-0.1754287779331207,-0.0101504800841212,0.0792587399482727,0.0555237680673599,0.0028479674365371,0
-320.0307922363281,94.15094757080078,-41.64104843139648,18.836565017700195,-17.355304718017578,-4.179023265838623,-22.045089721679688,2.8063437938690186,-11.789031982421877,-3.233276605606079,-8.227274894714355,-13.23950481414795,-0.3285748660564422,0.3576390147209167,0.1474246233701706,-0.1020608693361282,-0.1815865933895111,-0.1259481757879257,-0.0621108897030353,-0.1243694722652435,0.0543131083250045,-0.0192465968430042,0.041301392018795,0.0087427236139774,-0.1076957434415817,0.0198090765625238,-0.8305128216743469,-0.1856822073459625,0.1651018112897873,-0.0267278347164392,0.2226403206586837,-0.004490153864026,0.1524991691112518,0.1264924257993698,-0.0804840326309204,-0.0332865752279758,0.1432671546936035,0.0878976061940193,0.0210405830293893,0
-274.475341796875,168.5145721435547,-2.8434669971466064,-12.5943603515625,-1.5260324478149414,9.288166999816896,-29.50849723815918,-19.06563186645508,-9.911561965942385,2.464528083801269,-4.34211015701294,-3.2712364196777344,3.425294876098633,1.1667916774749756,0.5267342329025269,0.0801787003874778,0.0520403124392032,0.0831187516450882,0.351902037858963,-0.1329722106456756,0.1402104943990707,-0.0855717957019805,-0.1426697522401809,-0.1287610530853271,-0.0345641188323497,0.3752091526985168,0.5641297101974487,0.5387581586837769,-0.1099516451358795,-0.1755203753709793,-0.0601302199065685,-0.1556518375873565,0.1262996941804886,0.0303967930376529,-0.0961346104741096,-0.0661898329854011,-0.0765983685851097,0.0187331195920705,-0.0986598059535026,0
-156.43800354003906,151.2135772705078,-80.97772979736328,37.04362869262695,-21.22796630859375,6.505490303039551,-16.0306339263916,-43.19702911376953,-31.310701370239254,4.413448810577393,-2.3128201961517334,-24.210739135742188,-0.8552820682525635,-13.702117919921877,-0.1345349252223968,5.147449493408203,-1.9024243354797363,3.8040692806243896,1.2292767763137815,1.2971185445785522,-1.1318883895874023,-1.2395845651626587,0.11995779722929,-0.0217871461063623,1.577318549156189,0.7713300585746765,-2.1765925884246826,-0.1818601340055465,1.0970155000686646,-0.5331688523292542,-0.7827320098876953,-0.4460327327251434,0.0732994601130485,0.3625118136405945,0.7024134993553162,0.0784641280770301,0.349193274974823,0.5558914542198181,0.3233972489833832,1
-291.3695678710937,112.5428695678711,-18.61731338500977,32.30447006225586,-19.554807662963867,-20.194414138793945,-27.60129165649414,-7.094670295715332,-18.519405364990234,-2.53169584274292,-18.315349578857425,-8.386507034301758,-5.295956134796143,0.2407060861587524,0.4145173728466034,0.0695939883589744,-0.0230834260582923,0.2030039280653,0.0211740192025899,-0.0067435181699693,0.0555162690579891,-0.0127698630094528,0.0140498951077461,0.0844342708587646,-0.0719856917858123,0.036015149205923,0.254167765378952,0.1713995188474655,0.0801866501569747,0.0127831324934959,0.0607086792588233,0.0557708628475666,-0.0314334221184253,0.0495817773044109,-0.0126381767913699,0.0529284924268722,0.0044292411766946,0.0048844744451344,0.0123320268467068,0
-390.8373107910156,121.92314910888672,-7.898404121398926,-14.615341186523438,0.7184834480285645,-8.274714469909668,-14.866113662719728,-7.789799690246582,5.559136867523193,-0.109723761677742,-15.734943389892578,-16.142913818359375,-5.277469635009766,-0.661433219909668,-0.5414371490478516,-0.2792093455791473,-0.1541500091552734,-0.0167884211987257,-0.041254635900259,-0.0392900556325912,0.0163800101727247,0.0673509612679481,0.0166416764259338,-0.0091757243499159,0.013131882995367,0.0599645711481571,-0.0365494862198829,-0.1565948128700256,-0.1432694196701049,-0.1207270622253418,-0.0703781768679618,-0.0403358116745948,-0.0359106250107288,0.0015529370866715,0.010399168357253,0.0075357193127274,-0.0192013531923294,-0.0177160874009132,-0.0307777635753154,0
-480.551025390625,61.65070343017578,3.5248687267303467,9.20968532562256,9.988436698913574,7.622300148010254,-11.89608383178711,-19.055442810058597,-16.032323837280273,-6.7053728103637695,-5.637556076049805,-4.923753261566162,-6.798585891723633,-1.295961856842041,0.1496776938438415,0.2321710437536239,0.2068752646446228,0.0820276215672493,0.0386474765837192,0.0702874958515167,0.1739143580198288,0.1059286966919899,-0.0677548050880432,0.0938542932271957,0.07105053961277,0.0319977439939975,-0.8457909226417542,-0.1222937852144241,-0.0951200872659683,-0.0593424849212169,-0.0253363791853189,0.0273191072046756,0.1075907051563263,0.0541116185486316,0.0322152823209762,0.0111561603844165,0.0491273701190948,-0.0397228971123695,-0.0185772720724344,1
